"Incident","Location","Reported","Occurred","Comments","Disposition","ID","report_date","lat","long"
"Domestic Battery","1355 E. 53rd St., Chicago, IL","10/21/24 5:40 PM","10/21/24 5:38 PM","During a domestic disturbance one person slammed the other to the ground / Suspect arrested by UCPD","Arrest","24-01086","10/21/24",41.7994493379436,-87.5921773052339
"Theft","6100 S. Ellis, Chicago, IL","10/21/24 12:43 PM","10/19/24 3:30 PM","Victim reported theft of cell phone","Open","24-01084","10/21/24",41.7840538328625,-87.6012231968405
"Domestic Battery","1355 E. 53rd St., Chicago, IL","10/21/24 5:40 PM","10/21/24 5:38 PM","During a domestic disturbance one person slammed the other to the ground / Suspect arrested by UCPD","Arrest","24-01086","10/21/24",41.7994493379436,-87.5921773052339
"Battery","1450 E. 55th Pl., Chicago, IL","10/22/24 12:45 AM","10/22/24 12:45 AM","During an investigation, a suspect battered UCPD officers and was arrested / Charged with felony aggravated battery of police officer","Arrest","24-01090","10/22/24",41.7950262700581,-87.5922084597206
"Assist Other Agency / Aggravated Battery","5107 S. Blackstone, Chicago, IL","10/22/24 8:45 AM","10/22/24 8:30 AM","An employee was stabbed by a co-worker / Victim transported to UCMED by CFD EMS / UCPD detained suspect who was turned over to and arrested by CPD officers","CPD","24-01092","10/22/24",41.8022983783909,-87.5904262505013
"Theft","5730 S. Ellis, Chicago, IL","10/22/24 1:11 PM","10/19/24 to 10/21/24 12:00 PM to 1:20 PM","Computer and cable lock taken from Instructional Lab","Open","24-01095","10/22/24",41.7908000332885,-87.601363494156
"Battery","1450 E. 55th Pl., Chicago, IL","10/22/24 12:45 AM","10/22/24 12:45 AM","During an investigation, a suspect battered UCPD officers and was arrested / Charged with felony aggravated battery of police officer","Arrest","24-01090","10/22/24",41.7950262700581,-87.5922084597206
"Assist Other Agency / Aggravated Battery","5107 S. Blackstone, Chicago, IL","10/22/24 8:45 AM","10/22/24 8:30 AM","An employee was stabbed by a co-worker / Victim transported to UCMED by CFD EMS / UCPD detained suspect who was turned over to and arrested by CPD officers","CPD","24-01092","10/22/24",41.8022983783909,-87.5904262505013
"Theft","5730 S. Ellis, Chicago, IL","10/22/24 1:11 PM","10/19/24 to 10/21/24 12:00 PM to 1:20 PM","Computer and cable lock taken from Instructional Lab","Open","24-01095","10/22/24",41.7908000332885,-87.601363494156
"Theft","1125 E. 55th St., Chicago, IL","10/23/24 1:55 PM","1/23/24 1:55 PM","A customer dined in the restaurant, but could not pay the bill / Complaint signed for theft","Arrest","24-01101","10/23/24",41.7949819132082,-87.5992256215599
"Theft","1125 E. 55th St., Chicago, IL","10/23/24 1:55 PM","1/23/24 1:55 PM","A customer dined in the restaurant, but could not pay the bill / Complaint signed for theft","Arrest","24-01101","10/23/24",41.7949819132082,-87.5992256215599
"Theft","6031 S. Ellis, Chicago, IL","10/24/24 11:13 AM","10/19/24 to 10/24/24 5:00 PM to 9:30 AM","Secured electric scooter taken from bike rack","Open","24-01103","10/24/24",41.785352474517,-87.6011017401071
"Information / Theft","1327 E. 57th St., Chicago, IL","10/24/24 2:02 PM","10/24/24 12:45 PM","A purse was taken from a chair in the off-campus restaurant / Referred to CPD","Referred","2024-036738","10/24/24",41.7914168635616,-87.5936815777166
"Theft","5500 S. University, Chicago, IL","10/24/24 4:04 PM","10/22/24 to 10/23/24 10:00 AM to 7:00 PM","Front wheel taken from bicycle secured to bike rack","Open","24-01105","10/24/24",41.7950182529071,-87.59819830175
"Information / Aggravated Battery","5500 S. Lake Park, Chicago, IL","10/24/24 4:55 PM","10/24/24 4:20 PM","A person suffered a stab wound on the street off-campus and was transported to UCMED by CFD EMS / CPD case JH481208","CPD","2024-036761","10/24/24",41.7951384641795,-87.5875997998663
"Theft","6031 S. Ellis, Chicago, IL","10/24/24 11:13 AM","10/19/24 to 10/24/24 5:00 PM to 9:30 AM","Secured electric scooter taken from bike rack","Open","24-01103","10/24/24",41.785352474517,-87.6011017401071
"Information / Theft","1327 E. 57th St., Chicago, IL","10/24/24 2:02 PM","10/24/24 12:45 PM","A purse was taken from a chair in the off-campus restaurant / Referred to CPD","Referred","2024-036738","10/24/24",41.7914168635616,-87.5936815777166
"Theft","5500 S. University, Chicago, IL","10/24/24 4:04 PM","10/22/24 to 10/23/24 10:00 AM to 7:00 PM","Front wheel taken from bicycle secured to bike rack","Open","24-01105","10/24/24",41.7950182529071,-87.59819830175
"Information / Aggravated Battery","5500 S. Lake Park, Chicago, IL","10/24/24 4:55 PM","10/24/24 4:20 PM","A person suffered a stab wound on the street off-campus and was transported to UCMED by CFD EMS / CPD case JH481208","CPD","2024-036761","10/24/24",41.7951384641795,-87.5875997998663
"Theft","6031 S. Ellis, Chicago, IL","10/24/24 11:13 AM","10/19/24 to 10/24/24 5:00 PM to 9:30 AM","Secured electric scooter taken from bike rack","Open","24-01103","10/24/24",41.785352474517,-87.6011017401071
"Information / Theft","1327 E. 57th St., Chicago, IL","10/24/24 2:02 PM","10/24/24 12:45 PM","A purse was taken from a chair in the off-campus restaurant / Referred to CPD","Referred","2024-036738","10/24/24",41.7914168635616,-87.5936815777166
"Theft","5500 S. University, Chicago, IL","10/24/24 4:04 PM","10/22/24 to 10/23/24 10:00 AM to 7:00 PM","Front wheel taken from bicycle secured to bike rack","Open","24-01105","10/24/24",41.7950182529071,-87.59819830175
"Information / Aggravated Battery","5500 S. Lake Park, Chicago, IL","10/24/24 4:55 PM","10/24/24 4:20 PM","A person suffered a stab wound on the street off-campus and was transported to UCMED by CFD EMS / CPD case JH481208","CPD","2024-036761","10/24/24",41.7951384641795,-87.5875997998663
"Theft","6031 S. Ellis, Chicago, IL","10/24/24 11:13 AM","10/19/24 to 10/24/24 5:00 PM to 9:30 AM","Secured electric scooter taken from bike rack","Open","24-01103","10/24/24",41.785352474517,-87.6011017401071
"Information / Theft","1327 E. 57th St., Chicago, IL","10/24/24 2:02 PM","10/24/24 12:45 PM","A purse was taken from a chair in the off-campus restaurant / Referred to CPD","Referred","2024-036738","10/24/24",41.7914168635616,-87.5936815777166
"Theft","5500 S. University, Chicago, IL","10/24/24 4:04 PM","10/22/24 to 10/23/24 10:00 AM to 7:00 PM","Front wheel taken from bicycle secured to bike rack","Open","24-01105","10/24/24",41.7950182529071,-87.59819830175
"Information / Aggravated Battery","5500 S. Lake Park, Chicago, IL","10/24/24 4:55 PM","10/24/24 4:20 PM","A person suffered a stab wound on the street off-campus and was transported to UCMED by CFD EMS / CPD case JH481208","CPD","2024-036761","10/24/24",41.7951384641795,-87.5875997998663
"Battery","5656 S. Maryland, Chicago, IL","10/25/24 9:55 AM","10/25/24 9:55 AM","Two UCPD officers were battered while assisting staff to restrain a troubled patient","Arrest","24-01111","10/25/24",41.7921342041933,-87.6050329683429
"Theft","1150 E. 58th St., Chicago, IL","10/25/24 4:02 PM","10/24/24 to 10/25/24 2:50 PM to 2:30 PM","An electric scooter secured to bike rack was taken","Open","24-01114","10/25/24",41.7896774554316,-87.5968187686778
"Battery","5815 S. Maryland, Chicago, IL","10/25/24 9:55 PM","10/25/24 3:00 PM to 5:00 PM","A person reported a known subject touched them inappropriately","Open","24-01118","10/25/24",41.7892235237279,-87.6048750409761
"Information / Armed Robbery","1223 E. 52nd St., Chicago, IL","10/25/24 10:34 PM","10/25/24 9:50 PM","3 unknown suspects, two armed with firearms took food from delivery person on the street off-campus / Referred to CPD","Referred","2024-036941","10/25/24",41.8008758620506,-87.5957550835414
"Battery","1649 E. 50th St., Chicago, IL","10/26/24 9:42 AM","10/26/24 9:40 AM","Two subjects involved in mutual combat off-campus","Closed","24-01122","10/26/24",41.804322737799,-87.5848856827696
"Information / Domestic Battery","4100 S. Ellis, Chicago, IL","10/26/24 10:02 AM","10/26/24 10:00 AM","Ex-boyfriend struck ex-girlfriend off-campus and left before police arrival / CPD case JH483266","CPD","2024-036984","10/26/24",41.8198237957493,-87.6025718192544
"Information / Theft","5419 S. Hyde Park, Chicago, IL","10/26/24 12:33 PM","10/18/24 to 10/19/24 10:00 PM to 8:00 AM","Secured bicycle taken from bike rack off-campus / Referred to CPD","Referred","2024-036993","10/26/24",41.7975767014154,-87.5839264663997
"Battery","1649 E. 50th St., Chicago, IL","10/26/24 9:42 AM","10/26/24 9:40 AM","Two subjects involved in mutual combat off-campus","Closed","24-01122","10/26/24",41.804322737799,-87.5848856827696
"Information / Domestic Battery","4100 S. Ellis, Chicago, IL","10/26/24 10:02 AM","10/26/24 10:00 AM","Ex-boyfriend struck ex-girlfriend off-campus and left before police arrival / CPD case JH483266","CPD","2024-036984","10/26/24",41.8198237957493,-87.6025718192544
"Information / Theft","5419 S. Hyde Park, Chicago, IL","10/26/24 12:33 PM","10/18/24 to 10/19/24 10:00 PM to 8:00 AM","Secured bicycle taken from bike rack off-campus / Referred to CPD","Referred","2024-036993","10/26/24",41.7975767014154,-87.5839264663997
"Information / Theft from Motor Vehicle","944 E. 52nd St., Chicago, IL","10/28/2024 9:57","10/26/24 to 10/27/24 12:00 PM to 12:00 PM","Catalytic converter taken from 2007 Toyota parked on the street off-campus / Referred to CPD","Referred","2024-037158","10/28/20",41.8009184538145,-87.6025041073162
"Information / Theft","5700 S. Woodlawn, Chicago, IL","10/28/24 1:55 PM","10/28/24 1:40 PM","Window smashed and tools taken from vehicle parked in the alley / Referred to CPD","Referred","2024-037190","10/28/24",41.7913883040017,-87.5965334656807
"Battery","5706 S. University, Chicago, IL","10/28/24 9:00 PM","10/28/24 8:45 PM","Verbal dispute between co-workers escalated to a battery / Suspect fled / Victim declined prosecution","Ex. Cleared","24-01132","10/28/24",41.7913192139924,-87.5981484468342
"Information / Theft from Motor Vehicle","944 E. 52nd St., Chicago, IL","10/28/2024 9:57","10/26/24 to 10/27/24 12:00 PM to 12:00 PM","Catalytic converter taken from 2007 Toyota parked on the street off-campus / Referred to CPD","Referred","2024-037158","10/28/20",41.8009184538145,-87.6025041073162
"Information / Theft","5700 S. Woodlawn, Chicago, IL","10/28/24 1:55 PM","10/28/24 1:40 PM","Window smashed and tools taken from vehicle parked in the alley / Referred to CPD","Referred","2024-037190","10/28/24",41.7913883040017,-87.5965334656807
"Battery","5706 S. University, Chicago, IL","10/28/24 9:00 PM","10/28/24 8:45 PM","Verbal dispute between co-workers escalated to a battery / Suspect fled / Victim declined prosecution","Ex. Cleared","24-01132","10/28/24",41.7913192139924,-87.5981484468342
"Theft","5811 S. Ellis, Chicago, IL","10/29/24 9:40 AM","10/29/24 8:00 AM to 9:00 AM","Secured electric scooter taken from bike rack","Open","24-01134","10/29/24",41.789375175546,-87.6011810897974
"Theft","5811 S. Ellis, Chicago, IL","10/29/24 9:40 AM","10/29/24 8:00 AM to 9:00 AM","Secured electric scooter taken from bike rack","Open","24-01134","10/29/24",41.789375175546,-87.6011810897974
"Information / Theft","1554 E. 55th St., Chicago, IL","10/30/24 1:07 PM","10/30/24 1:05 PM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-037438","10/30/24",41.7952934540188,-87.588744563006
"Information / Theft","1554 E. 55th St., Chicago, IL","10/30/24 1:07 PM","10/30/24 1:05 PM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-037438","10/30/24",41.7952934540188,-87.588744563006
"Information / Theft","1554 E. 55th St., Chicago, IL","10/31/24 2:07 AM","10/31/24 2:05 AM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-037499","10/31/24",41.7952934540188,-87.588744563006
"Information / Assault","1554 E. 55th St., Chicago, IL","10/31/24 3:47 AM","10/31/24 3:40 AM","A customer in the off-campus store threatened an employee with bodily harm / CPD case JH489663","CPD","2024-037502","10/31/24",41.7952934540188,-87.588744563006
"Information / Theft","1554 E. 55th St., Chicago, IL","10/31/24 2:07 AM","10/31/24 2:05 AM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-037499","10/31/24",41.7952934540188,-87.5887445630061
"Information / Assault","1554 E. 55th St., Chicago, IL","10/31/24 3:47 AM","10/31/24 3:40 AM","A customer in the off-campus store threatened an employee with bodily harm / CPD case JH489663","CPD","2024-037502","10/31/24",41.7952934540188,-87.5887445630061
"Information / Theft","1554 E. 55th St., Chicago, IL","10/31/24 2:07 AM","10/31/24 2:05 AM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-037499","10/31/24",41.7952934540188,-87.5887445630061
"Information / Assault","1554 E. 55th St., Chicago, IL","10/31/24 3:47 AM","10/31/24 3:40 AM","A customer in the off-campus store threatened an employee with bodily harm / CPD case JH489663","CPD","2024-037502","10/31/24",41.7952934540188,-87.5887445630061
"Information / Theft","1554 E. 55th St., Chicago, IL","10/31/24 2:07 AM","10/31/24 2:05 AM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-037499","10/31/24",41.7952934540188,-87.588744563006
"Information / Assault","1554 E. 55th St., Chicago, IL","10/31/24 3:47 AM","10/31/24 3:40 AM","A customer in the off-campus store threatened an employee with bodily harm / CPD case JH489663","CPD","2024-037502","10/31/24",41.7952934540188,-87.588744563006
"Information / Domestic Battery","5100 S. University, Chicago, IL","11/2/24 2:07 AM","11/2/24 2:00 AM","Two related subjects fighting on the street / CPD case JH420408","CPD","2024-037747","11/2/24",41.8022881985224,-87.5983212272848
"Theft","5640 S. University, Chicago, IL","11/3/24 1:24 PM","11/2/24 to 11/3/24 8:00 PM to 2:00 AM","Unattended, unsecured coat taken","Open","24-01155","11/3/24",41.7924935466991,-87.5981774512655
"Theft","908 E. 61st St. , Chicago, IL","11/3/24 1:55 PM","11/2/24 to 11/3/24 6:00 PM to 8:00 AM","A bicycle secured to rear porch was taken","Open","24-01156","11/3/24",41.7841424567835,-87.6040485341926
"Theft","1554 E.  55th St., Chicago, IL","11/3/24 2:48 PM","11/3/24 2:40 PM","A suspect took merchandise from the off-campus store without paying / UCPD officer located and arrested the suspect","Arrest","24-01157","11/3/24",41.7952934540188,-87.588744563006
"Theft from Motor Vehicle","1156 E. 61st St., Chicago, IL","11/3/24 9:07 PM","11/3/24 7:00 AM to 9:00 PM","Catalytic converter taken from 2007 Honda CRV","Open","24-01158","11/3/24",41.7842079080024,-87.5974473998393
"Theft","5640 S. University, Chicago, IL","11/3/24 1:24 PM","11/2/24 to 11/3/24 8:00 PM to 2:00 AM","Unattended, unsecured coat taken","Open","24-01155","11/3/24",41.7924935466991,-87.5981774512655
"Theft","908 E. 61st St. , Chicago, IL","11/3/24 1:55 PM","11/2/24 to 11/3/24 6:00 PM to 8:00 AM","A bicycle secured to rear porch was taken","Open","24-01156","11/3/24",41.7841424567835,-87.6040485341926
"Theft","1554 E.  55th St., Chicago, IL","11/3/24 2:48 PM","11/3/24 2:40 PM","A suspect took merchandise from the off-campus store without paying / UCPD officer located and arrested the suspect","Arrest","24-01157","11/3/24",41.7952934540188,-87.588744563006
